geolocation_zip_code_prefix,geolocation_lat,geolocation_lng
8090,-23.956760536211032,-46.3271307171793
8110,-23.95687441271852,-46.325444788649065
8111,-23.981014779486536,-46.30698574926314
8115,-23.966021797391647,-46.33872018206479
8120,-23.96909399333491,-46.309825251601325
8121,-23.953209128512825,-46.324135419787645
8122,-23.968145535114516,-46.316498784061444
8131,-23.94960142751393,-46.382502222170714
8132,-23.964298816261767,-46.338820709157886
8140,-23.98469900859834,-46.307422424375275
8141,-23.97827353260435,-46.302128328899485
8150,-23.969427297795683,-46.333333357060454
8151,-23.973014011656762,-46.318716817098505
8160,-23.92677376213291,-46.368119593254086
8161,-23.954642528997674,-46.323652835276135
8180,-23.950550620030064,-46.333699292255744
8190,-23.92919526340231,-46.38085357146976
8215,-23.968205550637755,-46.33995063044608
8220,-23.9632884163252,-46.3504665545329
8223,-23.97499744046495,-46.30773694787866
8225,-23.937159341941232,-46.37119858367479
8226,-23.95005028642737,-46.3308403035085
8230,-23.957704403283447,-46.34992238871249
8235,-23.93689806486271,-46.32557752216473
8240,-23.963792322234394,-46.33622294324541
8246,-23.950550620030064,-46.333699292255744
8247,-23.9367555,-46.3808025
8250,-23.962875005210748,-46.3334569996074
8253,-23.959742605603342,-46.34664956924809
8255,-23.98479796586644,-46.3074320173409
8260,-23.966774214265104,-46.32741764293956
8270,-23.97100871994925,-46.30414506327547
8275,-23.94821411878931,-46.33419228518662
8280,-23.968328447688805,-46.30948618526743
8285,-23.964615587281475,-46.33100068581571
8290,-23.966896418356985,-46.33879171022247
8295,-23.94012482454904,-46.322972758182935
8320,-23.93775996784975,-46.368063639832
8321,-23.97976999417162,-46.30327278573489
8330,-23.95551311878931,-46.339959792399995
8340,-23.96094415237462,-46.32314163820768
8341,-23.97906344363569,-46.31321295245096
8343,-23.982282011368298,-46.31039009285008
8370,-23.963813382451445,-46.33543888092222
8373,-23.803020055595606,-46.026986091399095
8375,-23.83580204385709,-46.13118207230649
8381,-23.83202803664373,-46.134841090628356
8391,-23.96974837326603,-46.36484505103855
8410,-23.9799074906113,-46.37015114035366
8411,-23.985880720635127,-46.46314065759651
8412,-23.9718238278404,-46.36945832919732
8420,-23.9719545,-46.36947824999999
8430,-23.96256749999999,-46.380123
8431,-23.96635095791553,-46.410767955623704
8440,-23.962298492452632,-46.37978826623711
8441,-23.966844158571096,-46.35749855762902
8450,-23.950234844034004,-46.39154569783656
8452,-23.96558350430732,-46.38626854289397
8460,-23.984746365558987,-46.2477276542432
8461,-23.96010669109582,-46.285235240492824
8471,-23.9850480180334,-46.24090405842803
8475,-23.99143053236104,-46.270009970916654
8485,-23.98059111073923,-46.21649111310517
8490,-24.00968620344507,-46.27180712585845
8500,-23.98325455454967,-46.26220413820039
8502,-24.013774330832725,-46.27476898404407
8517,-24.011004728286075,-46.27575750229337
8526,-23.99702774049283,-46.27538686733223
8527,-23.946120493939546,-46.286582893300206
8528,-24.009290853453752,-46.27499952637193
8529,-23.940871323619362,-46.29582045614292
8538,-23.894144957426697,-46.42364342669306
8541,-23.89621440880791,-46.422391894976336
8542,-23.932055028381342,-46.399883416690166
8550,-23.92024085429113,-46.42651535024395
8551,-23.76056562753189,-45.41652828212821
8552,-23.583727999912696,-45.34137933134229
8553,-23.72565883738227,-45.33691890227407
8555,-23.77258514014666,-45.69432553147074
8557,-23.473929479374853,-45.07090537856973
8559,-23.42973603848977,-45.107779326796035
8560,-23.78336473476144,-45.6136561553653
8562,-23.48019456535933,-45.075143822934386
8564,-23.77564624640794,-45.353975596061716
8565,-23.52888211772309,-45.22410302827957
8571,-23.719724126451894,-45.44018362064429
8572,-23.77720869649373,-45.66367508138895
8573,-23.619899689906532,-45.40980358594307
8577,-23.752680707347608,-45.34600827089221
8583,-23.44842645406544,-45.078330211350895
8584,-23.61778096461381,-45.40878303874354
8587,-23.77898095197498,-45.35882777742624
8588,-23.815455009430906,-45.364235476931114
8589,-23.818433476527954,-45.355452508719175
8593,-23.625169207770586,-45.42086039230386
8596,-23.80683197668648,-45.40056683458364
8598,-23.624311079024267,-45.44079174518539
8599,-23.76113959503139,-45.762953929047136
8610,-23.432687968088132,-45.07118933458364
8615,-23.61570579163751,-45.403192797011826
8616,-23.790656158069,-45.563201209615755
8625,-23.43684440427269,-45.08657491081708
8635,-23.630733087563442,-45.387877874638356
8655,-23.58486353653079,-45.33462072667506
8660,-23.776969169859772,-45.40151180780766
8663,-23.485805377040528,-45.102773544967725
8664,-24.020142454065446,-46.45331777906978
8665,-24.01110150874257,-46.412569948929566
8673,-24.04770940161002,-46.5182534336661
8674,-24.01589419938314,-46.39852952653746
8675,-24.011743499999994,-46.42067700000001
8676,-24.009798477121954,-46.42290617429759
8683,-24.01177950000001,-46.4207085
8685,-24.184871029250235,-46.79047959543269
8690,-24.00421710552928,-46.403364063311216
8696,-24.01594035684578,-46.46677594924035
8710,-24.012962570084802,-46.43335803595122
8715,-24.18083308426693,-46.78284061051461
8717,-24.28941600000001,-47.17861425
8720,-24.106392596479512,-46.64216549348126
8730,-24.106829637751694,-46.801842085458574
8735,-24.021629035807003,-46.46984638856826
8740,-24.168150429366946,-46.78547677629984
8743,-24.161869654740553,-46.83342286274458
8745,-24.18040036164807,-46.820684210658435
8747,-24.098815205378298,-46.62880391188178
8752,-24.013616718712665,-46.433996848270674
8753,-24.03920277713655,-46.532150800450076
8763,-23.99709225820357,-46.45142326206769
8766,-24.01330304079866,-46.40821295282468
8770,-24.00816264723873,-46.42806429739164
8771,-24.327372580647,-47.013593643164775
8773,-24.020091642539267,-46.461220358735
8780,-24.024457906745905,-46.46122846947311
8790,-24.00109676773919,-46.41254004857276
8795,-24.044347192239407,-46.52817369334219
8810,-24.02674037265612,-46.53086300077098
8820,-24.01467907267101,-46.48966634805294
8830,-24.28193974445889,-47.45074001335122
8832,-24.706046727359496,-47.55249509180096
8840,-24.388309308106074,-47.92613004782025
8900,-24.504470077990646,-47.8450603395753
9010,-24.51625533166944,-47.81801910574757
9015,-24.51952898702225,-48.10765843297264
9020,-24.697156250401612,-48.000524203297736
9030,-24.718314793988924,-47.88493235589323
9040,-24.526003245000176,-48.10996959282775
9041,-24.707885756649183,-47.55548750442829
9050,-24.522633,-48.10619024999998
9051,-23.034736943682308,-45.5555266759195
9060,-23.012302150620993,-45.55320814675864
9070,-23.03316383222845,-45.53772652303031
9071,-23.032898813634876,-45.54143115918452
9080,-23.03356993960057,-45.58223481315981
9090,-23.04079005649035,-45.571515425954935
9110,-23.023714919778385,-45.553301213231144
9111,-23.005012100027557,-45.55949698477087
9120,-23.00421277815269,-45.55039148312851
9121,-23.03804202102991,-45.57206590073152
9130,-23.03162546055644,-45.53199582828828
9131,-23.030903267700115,-45.552990861087686
9132,-23.03143576535255,-45.579691787486325
9163,-23.02818348424292,-45.52915072804913
9170,-23.012062648623704,-45.553595432281114
9171,-23.02673131493544,-45.56563292032357
9172,-23.01762090448215,-45.51788834874687
9175,-23.015017092123827,-45.52986578542393
9176,-23.04383928454873,-45.54582176588849
9180,-23.03093898056118,-45.60800775232633
9181,-22.972071164000567,-45.54987872177599
9182,-23.3751429930282,-45.444301866968466
9185,-22.96603227921401,-45.53915837454557
9190,-23.20574026005543,-45.951832675832364
9195,-23.245969044405346,-45.90767916279064
9210,-23.22969525284207,-45.9207326575105
9220,-23.213957500692487,-45.90890128227245
9230,-23.182788894255523,-45.88795156730495
9240,-23.20414980599,-45.89192836733221
9250,-23.20350962111648,-45.96073243055184
9251,-23.114488033585296,-45.698629473772286
9260,-23.095934592469447,-45.703520167774926
9270,-23.273356073669554,-45.88674899813545
9271,-23.230099400090236,-45.90094499999999
9280,-23.105983002221702,-45.69798020566675
9290,-23.208583442956943,-45.90264648237064
9291,-23.19853075714124,-45.93509208909914
9310,-23.21919312095716,-45.888195681970956
9320,-23.249715045242066,-45.829148914651746
9321,-23.23088631196261,-45.926920157510516
9330,-23.096119201223374,-45.6983870605055
9331,-23.294014376074784,-45.89642032474455
9333,-23.24107674271453,-45.882643416180976
9335,-23.100151038701142,-45.7108813173885
9336,-23.222776306134215,-45.91220168497898
9340,-23.22143146182707,-45.88816389549317
9341,-23.204448586733214,-45.904312089647426
9350,-23.233847008598342,-45.92416184055624
9351,-23.186054430751923,-45.88362426449883
9360,-23.101642361648068,-45.70289812461769
9361,-23.1758535858965,-45.82653926533556
9370,-23.241697795169944,-45.90876078212821
9371,-23.22139919095159,-45.90945073841536
9380,-23.221450329197143,-45.9036657040604
9390,-23.180281496373592,-45.847403713399636
9391,-23.22201162031852,-45.91348327892554
9400,-23.25743879516995,-45.886899792399966
9402,-23.262564865947233,-45.90258847960067
9403,-23.201517195394977,-45.907536734808644
9405,-23.194157029141913,-45.890003101159934
9411,-23.22143146182707,-45.88816389549317
9416,-23.197400109354266,-45.89001986900565
9423,-23.193602130446084,-45.893201803508475
9430,-23.17248487622119,-45.81751242115642
9434,-23.304586850683798,-45.95822121440934
9435,-23.30715406497027,-45.945232461017845
9443,-23.30269998335157,-45.931626712187644
9510,-23.20286206572611,-46.15055590116542
9520,-23.299952177083732,-45.957418267334916
9530,-23.30581839439666,-45.96276037898898
9531,-23.289962899244088,-45.96541122398862
9540,-23.309988044693803,-45.97462691548847
9541,-23.29407467133451,-45.96547508646062
9550,-23.30581839439666,-45.96276037898898
9551,-23.314558881183284,-45.9762880553028
9560,-23.307824158203,-45.968536199694135
9561,-23.309024466938855,-45.970505489970684
9570,-23.29906457063305,-45.9871882492354
9571,-22.940453777353767,-45.37244775642677
9572,-22.122339094958377,-46.688461405041636
9580,-22.91539991483518,-45.448116671790885
9581,-22.917630839484,-45.36946264015821
9616,-22.68933006311132,-45.73565779767044
9617,-22.94718319510884,-45.47721251291557
9618,-22.7536848193408,-45.610989828258106
9619,-22.93547723736496,-45.48057616854829
9626,-22.957659940064765,-45.48758943719394
9627,-22.946580000000004,-45.49014000000001
9628,-22.739297014428864,-45.60253500413297
9629,-22.92966430904604,-45.45951171148477
9633,-22.815221881353054,-45.19277858910589
9635,-22.77976639617454,-45.18740139442704
9640,-22.812966375478634,-45.19595326905071
9660,-22.89839209645945,-45.31438604246378
9661,-22.84711010352588,-45.23792902400602
9667,-22.788330961788184,-45.18266924446697
9687,-22.770263712235238,-45.20024587998726
9688,-22.854307500000004,-45.23092200000001
9689,-22.81488123883157,-45.19316602369454
9690,-22.74036335720109,-45.11101961916111
9694,-22.733717112960928,-45.10130541978764
9710,-22.67221951540766,-45.026433465866425
9715,-22.738585432136887,-45.108439528305205
9720,-22.65850613909413,-45.002340626633824
9721,-22.67170937607479,-45.0153185080501
9725,-22.675464387731555,-45.0090550217843
9726,-22.5775263490288,-44.96907667448836
9732,-22.559516575653078,-44.960648392675104
9750,-22.515054075549187,-44.892141742078934
9751,-22.569312926613716,-44.965603496610356
9760,-22.67970113130195,-44.317749926574365
9761,-22.68313739804775,-44.32231816399161
9770,-22.684068826407753,-44.32453436762824
9771,-22.686021327035213,-44.328866129507226
9780,-22.93634700914443,-46.5480907723935
9781,-23.126435884817358,-46.55774133625707
9785,-22.782138603531962,-46.5871189357182
9790,-23.115744,-46.55582549999998
9791,-23.120397754371282,-46.530651792948255
9810,-22.960862434358592,-46.54060491825843
9811,-23.15067214703276,-46.457848469279135
9812,-23.11613663641869,-46.55704842576025
9820,-23.17921551847697,-46.39657987222844
9821,-22.817058190629893,-46.69440699640249
9830,-22.935205126530573,-46.554755306559
9831,-22.912897074250488,-46.53112049999999
9840,-23.059481334707986,-46.372626468319396
9841,-23.138499731366558,-46.461235025723155
9842,-23.11881308394407,-46.48956238294375
9846,-22.88723668220901,-47.06250423619365
9850,-22.880766226949024,-47.06239304123374
9851,-22.918818206215025,-47.06777080197927
9852,-22.85282933611285,-47.050526210658425
9855,-22.900702588954925,-47.06709762600267
9857,-22.90944763474524,-47.0786240800681
9860,-22.87588550291419,-47.12868363099434
9861,-22.902519216486805,-47.059214338190316
9862,-22.87057394434504,-47.02427225931383
9890,-22.90755627200066,-47.06712320621504
9891,-22.817951623906552,-47.06738508542527
9892,-22.971784119073515,-47.14163575395099
9895,-22.85319516180968,-47.05441270760002
9896,-22.885309828114533,-47.02885266632983
9910,-22.85296398473925,-47.04969311788725
9911,-22.98339457927124,-47.1398553894789
9912,-22.91782223397195,-47.104727647238725
9913,-22.91102883735359,-47.0476501290611
9920,-22.918827604766626,-47.09396924257029
9921,-22.911573226758584,-47.11911878351319
9930,-22.885934615326857,-47.080137766172285
9931,-22.91156316847477,-47.119118615875124
9940,-22.94826338773155,-47.02570322592186
9941,-22.96706692238451,-47.14367437632917
9950,-22.918694952969087,-47.0797434720335
9951,-22.94055618515123,-47.04957904827657
9960,-22.793354717179298,-47.06977256411218
9961,-23.02767990146579,-47.10085478143571
9971,-22.88154288082026,-47.02424105731969
9973,-22.92555301387845,-47.07551306564138
9981,-22.88092679156327,-47.07164789578164
9990,-22.85302286234056,-47.04160190951587
9991,-22.630409321010433,-47.20184824565054
9993,-22.823023368861442,-47.2697550940908
11010,-22.900841580904842,-46.998581207600004
11013,-22.57964922448477,-47.15482436436266
11015,-22.881095215361643,-46.954978707859794
11020,-22.90571973986189,-47.03079390229746
11025,-22.855996959201327,-47.18121671940098
11030,-22.920301236741906,-47.043924748254454
11035,-22.80965784829293,-47.17488932738556
11040,-22.828473294064537,-47.27001833003784
11045,-22.63743596061109,-47.18964671141652
11050,-22.820822696635734,-47.27367623910785
11055,-22.48646907165772,-47.212396857515365
11060,-22.880256001865085,-47.17557749253961
11065,-22.94851619594787,-47.311398100274154
11070,-22.57767874995177,-47.17702203653595
11075,-22.91449862531019,-47.03798871856427
11081,-22.864678220881768,-47.20844021866912
11085,-22.877661096921223,-47.20299700133358
11089,-22.762548419095157,-47.15515043005942
11250,-22.803330080212344,-47.11601603635528
11310,-22.896509446946396,-47.23202650005898
11320,-22.818897681372288,-47.27399739953255
11325,-22.63419209457183,-47.19752122694644
11340,-22.84707060049955,-47.186456237589425
11346,-22.871982447400327,-46.95986061893355
11350,-22.87190735759217,-47.20836596569114
11365,-22.8093951297048,-47.2350846132812
11370,-22.62412862943017,-47.1864806176638
11380,-23.17734166921239,-46.89539046653665
11410,-23.19912729019762,-46.91429678235178
11420,-23.152933391940998,-47.01203120974215
11421,-23.015391258363408,-47.01981662031021
11430,-23.227707027208663,-46.87883725855489
11431,-23.160985042991708,-46.93085640146579
11432,-23.187584366928192,-46.886698056639005
11440,-23.203164675572577,-46.87124048309178
11442,-22.94087732302923,-46.978471885066774
11443,-23.005922284744592,-46.870677510050974
11446,-23.197592947996483,-46.88980906782889
11450,-23.14418801359001,-46.989596608661756
11454,-23.227589436753355,-46.84974914171031
11460,-23.012171079607054,-46.85425029097554
11471,-23.16734858083911,-47.00486613672866
11495,-23.182728764119016,-46.91919787461232
11500,-23.085666042183643,-46.979736102833385
11520,-23.16760549816407,-46.96855652111421
11525,-23.24738441188179,-46.850024284753935
11530,-22.94769179532284,-47.015040392871725
11531,-23.119503059382893,-46.924989021524716
11533,-22.974935419429674,-46.981837044125115
11534,-23.03062091997319,-46.98877467890205
11542,-23.182167456575602,-46.84983266472386
11600,-23.1493185,-47.006304749999984
11609,-23.216287054958983,-46.87903565368757
11612,-23.21771166498368,-46.886146772981604
11628,-23.09438267277396,-46.977883182209005
11630,-23.05114738957635,-46.989486915635474
11660,-23.013250686760937,-46.99704164266115
11662,-23.124180258777475,-47.234214956870396
11666,-23.02243442937961,-47.51099255642141
11671,-23.106798455301014,-47.218711564399605
11674,-23.19936708686473,-47.27847960442542
11680,-22.776550389613718,-47.29338904623431
11700,-23.039404480059808,-47.371050878464615
11701,-23.17882324812285,-47.31261575622902
11702,-23.10525482331209,-47.21810353494693
11703,-23.094509029141914,-47.19714802914189
11704,-23.212151737722863,-47.26467451027178
11705,-23.08501452232689,-47.211791383066426
11706,-23.114935309740904,-47.2239823724681
11707,-23.064284294477464,-47.219072589647396
11709,-23.261161462952252,-47.30019148557328
11712,-23.09948680460501,-47.23243283819032
11714,-22.99528732889949,-47.491188705522546
11717,-22.77887101389332,-47.30146914065459
11720,-23.088851151537906,-47.217319878440726
11722,-23.24799540714994,-47.313947671388966
11725,-23.103103500000003,-47.1729015
11730,-22.82994636778944,-47.59455252430539
11740,-23.27237675107422,-47.310485250864886
11750,-23.26845813956239,-47.293590352285214
11790,-23.274141683882466,-47.276067294073435
11850,-23.166036283917226,-47.27697892033592
11900,-23.10029029398992,-47.17951819941261
11920,-23.08446206997993,-47.20152208349205
11930,-23.20422286246396,-47.30730145705647
11950,-23.280003356367946,-47.30465060297761
11990,-23.268584077294825,-47.06444883400886
12010,-22.986003302750827,-47.47962956979941
12020,-23.002744578683142,-47.512044932281114
12030,-23.08963395787147,-47.2186953920968
12031,-22.992379417710172,-47.51404282278265
12032,-23.06338702821473,-47.22104324201001
12040,-23.046305142359838,-47.37884010972204
12043,-23.08981057447329,-47.22298845847757
12051,-23.08334270107914,-47.22291133083272
12052,-22.595966149183308,-47.38433581287805
12060,-22.738384670178753,-47.41215710744506
12061,-22.560400026920195,-47.401169238415356
12062,-22.55635884846209,-47.415377561890466
12070,-22.74248297406633,-47.33648285200178
12071,-22.720653785734893,-47.630940225344936
12080,-22.738440960985432,-47.67219443213191
12082,-22.72713176325809,-47.644575832073485
12091,-22.78981852572934,-47.30023576537535
12120,-22.725271891939496,-47.301369671922906
12130,-22.75786755981302,-47.346564457672116
12209,-22.742673048480484,-47.335645402114324
12211,-22.73649565139367,-47.63307801275327
12213,-22.55898390452421,-47.41223295767211
12214,-22.722142654502235,-47.35935227866378
12215,-22.754108446732644,-47.36112862844725
12216,-22.770876781579947,-47.596352919239386
12220,-22.580300263113852,-47.41986432416761
12223,-22.72868001914584,-47.38187601914584
12224,-22.750716997843398,-47.305478587414726
12225,-22.719435431877088,-47.668744717467746
12226,-22.751953752438045,-47.66564027448214
12227,-22.75199152330369,-47.34398193033905
12228,-22.725434596038717,-47.32329067871928
12229,-22.586564275070227,-47.42204473720051
12230,-22.568105084655752,-47.39485552914189
12231,-22.735923641639122,-47.30673399562603
12232,-22.729438193461746,-47.642723522765245
12233,-22.489473145571385,-47.460761878067856
12235,-22.67883446295224,-47.68549284736558
12236,-22.765147130766,-47.36239283476107
12237,-22.757991443690443,-47.33362869632619
12238,-22.539901626177787,-47.383813349192934
12239,-22.752326710788218,-47.36767588677868
12240,-22.71399290536093,-47.35595659117664
12241,-22.735179786283155,-47.61698253857696
12242,-22.392256145058425,-47.55944968375015
12243,-22.402120983699003,-47.56846013092065
12244,-22.00322846655893,-47.918809488199024
12245,-22.412161929589878,-47.57049268009264
12246,-22.11041683240867,-48.30935219804882
12247,-22.013981748542903,-47.89983317583237
12248,-22.00576558673322,-47.88407214308379
12250,-22.012267485140576,-47.88821397737897
12270,-22.007213664723878,-47.89294333138098
12280,-22.01402828919734,-47.87514191188179
12284,-22.551748605482448,-47.89738766121104
12285,-21.990861619208726,-47.89232829301194
12287,-22.012392456575604,-47.89673175437128
12288,-22.033135813203348,-47.86830633888281
12289,-22.512353536081967,-47.77000238487978
12301,-22.397437540106182,-47.555840110335204
12305,-22.030261103525877,-47.890351331381
12306,-22.01781784866145,-47.89377825316447
12308,-21.998937073609376,-47.90658122389884
12310,-22.015969522072773,-47.88713224854291
12312,-22.54719830318665,-47.91842239511792
12316,-22.401287550637754,-47.551823978908175
12320,-21.98109028221384,-47.89633071637182
12324,-22.36591553115345,-47.54054862839658
12327,-22.55084593219221,-47.905760992478
12328,-22.39026289983882,-47.58458837057196
12329,-22.030065951053015,-47.8982587823119
12330,-22.020839077990647,-47.892632396878156
12331,-22.009068586733214,-47.890882871342924
12350,-22.03976819401001,-47.90788313073452
12380,-22.002740968636388,-47.89616215029714
12400,-21.999743496537548,-47.85585273313522
12401,-22.359884878700527,-47.55495220780156
12402,-22.399623166541534,-47.586403461971294
12403,-21.978648477712493,-47.897298654159634
12411,-22.018086815083656,-47.87606314503961
12412,-22.455154564448886,-47.52685056297125
12420,-22.18575592470496,-47.39223567341438
12423,-21.859229066867886,-47.454532571558865
12424,-22.354800642000928,-47.38902300415103
12460,-22.187283228229322,-47.37321039356519
12490,-21.855870660022067,-47.483924138678205
12500,-21.851938924219727,-47.46239771788316
12502,-21.85489021890761,-47.481036341489
12503,-22.02204097520457,-47.41320467493181
12505,-21.86412241123579,-47.48826173315647
12507,-21.831606,-47.24302725000001
12509,-22.002366476728245,-47.43695236496818
12511,-21.70852413354001,-47.478829101539965
12512,-21.851276542886325,-47.47662649239808
12515,-21.826004271607264,-47.248074395417746
12517,-22.187861445820555,-47.39055931998478
12523,-22.372912833198658,-47.39072939578162
12530,-21.66487594161438,-46.74008281938666
12570,-21.46732525513616,-46.99491399368553
12600,-21.594937519161352,-46.886260737259036
12603,-21.459656116750384,-47.012227972248354
12604,-21.597258919097925,-46.88711170375266
12605,-21.786583499999992,-47.09053800000001
12606,-21.77346290420668,-47.09626884367133
12608,-21.47153595980101,-47.01544797485893
12609,-21.491015221963,-47.008718039743464
12630,-21.52764150713333,-46.64535625309001
12701,-21.661241808166004,-46.73383065789561
12703,-21.48080481674529,-47.00409937511364
12705,-22.34723171561863,-46.94428102038972
12710,-22.42739925229381,-46.95968538121068
12720,-22.370195186873325,-46.939174910134476
12721,-21.963489503472413,-46.7950084081991
12870,-22.0603268150106,-46.9785130431753
12900,-22.436703503462443,-46.97053183236193
12903,-22.633642801925426,-47.05608878696746
12912,-21.968807927468948,-46.79920404943528
12913,-21.97486489574026,-46.79664164632604
12914,-22.38384243848717,-46.93620725660718
12916,-22.346186794343048,-46.92271839291386
12919,-21.83385900368988,-46.89663779035486
12922,-22.595055345594524,-46.94284259658489
12924,-21.962266522946926,-46.79362762907317
12929,-22.42598942184928,-46.96120239006367
12940,-22.354612051646047,-46.95433945812804
12941,-22.684590321688177,-46.99301930706794
12942,-22.434704826827076,-46.98028003762796
12943,-22.632584410045943,-47.05609266068525
12944,-21.970276963390216,-46.777989393089065
12945,-22.387719123821388,-46.931096959077216
12947,-22.363221054438377,-46.94202430398326
12949,-22.626466244163552,-47.049627794052064
12950,-22.334040452654637,-46.92907941158105
12951,-22.45066372586956,-46.97977969029193
12952,-22.446235047463766,-46.961667660280455
12954,-22.642969107132558,-47.05378095712386
12955,-22.275225084073305,-46.9529074679183
12960,-21.97504288941986,-46.80152178428962
12970,-22.599868944138432,-46.52956567307628
12980,-22.69495730730349,-47.0087387799133
12990,-22.675045524603085,-46.97723923769846
12995,-22.327742613274246,-46.72205097718839
13010,-22.70842711506232,-46.751154820083094
13015,-22.703785781657313,-46.772953229625216
13020,-22.613803166253085,-46.70312342922271
13023,-22.716701249409752,-46.894776928741855
13024,-22.438032883139762,-46.81139335236282
13025,-22.201434997863906,-46.75946102275323
13026,-22.480877576956424,-46.63487899290666
13030,-22.113304217959925,-46.682050342285955
13031,-22.205928057698507,-46.75680241736117
13032,-22.436685591009606,-46.811783183473864
13033,-22.2031554252064,-46.76042499093909
13034,-22.594768575130864,-46.52898319896472
13035,-22.45483067053466,-46.79093515883104
13036,-22.199968020043826,-46.75626047590914
13040,-22.702014546367717,-46.77082480927355
13041,-22.189976624989285,-46.76113935859087
13042,-22.73677296106977,-46.88263683085396
13043,-21.201957838190307,-47.79759966180967
13044,-21.133571143846265,-47.75298545910579
13045,-21.155764781456273,-47.79092375164423
13046,-21.14416343158864,-47.82607161795259
13049,-21.167956257285468,-47.8013450342778
13050,-21.104959452680454,-47.79314061226846
13051,-21.186408583126546,-47.82945217055225
13052,-21.184961972849468,-47.80714970438752
13053,-21.190923796554934,-47.80625669816494
13054,-21.160622430751914,-47.80101739869582
13056,-21.189875311284467,-47.753181221788815
13059,-21.178582833941775,-47.77612683487606
13060,-21.122715227306852,-47.825271152230385
13061,-21.189158653903835,-47.78726046419301
13063,-21.20338357813488,-47.851670283657405
13064,-21.165211970021367,-47.791994270327216
13067,-21.131596978049274,-47.77954751078071
13068,-21.21507545924133,-47.82167836037127
13070,-21.160506038576962,-47.80004135942638
13073,-21.166757235356933,-47.824945145709506
13075,-21.226395814200245,-47.785017797421524
13076,-22.7873805847321,-49.92412800754745
13077,-21.210892407438394,-47.7915405976975
13080,-21.17300394754457,-47.78700408964741
13081,-21.189888796554925,-47.807705614345906
13082,-21.1748265,-47.82756149999999
13083,-21.18939594669132,-47.819939787561296
13084,-21.15360214793121,-47.83191345045876
13085,-21.038204712261955,-48.028907947145385
13086,-21.343519470118608,-47.73057485035617
13087,-21.21060015162389,-47.60677153615132
13088,-21.14470489869582,-47.999694216486795
13090,-21.268116107395326,-47.81980244669162
13091,-21.134905482794426,-47.98024453363206
13092,-21.267616903396487,-47.308580046399726
13097,-21.279564604830735,-47.307876355958655
13098,-21.08981717692216,-47.151723449459105
13101,-20.8880228975402,-47.56696154749662
13104,-21.08845203739705,-47.156264180631574
13105,-20.25524545819594,-47.486227322426394
13140,-20.491029,-47.4279705
13141,-20.54865045854346,-47.3864640473855
13142,-20.562308596734308,-47.409303425979864
13145,-20.51218837581444,-47.409924941099824
13150,-20.546758122864485,-47.40016414326585
13152,-20.509486049514113,-47.43981062761336
13154,-20.244953012381,-47.47933897424223
13157,-20.58818090993599,-47.372260203722284
13160,-20.047121778679728,-47.75370071271446
13165,-20.038944169634863,-47.75224279123435
13170,-20.33642125829129,-47.77920109730356
13172,-20.43178497466204,-47.825374325817535
13173,-20.431121128823616,-47.815283138626306
13174,-20.726320986729387,-48.057903801174916
13175,-20.44402993252185,-48.01408358799291
13177,-20.705624409849264,-47.902829337105075
13178,-21.01683063658088,-47.76183095941111
13180,-20.57902626295855,-47.86342562537482
13181,-20.58551103905843,-47.86747800269917
13183,-20.584784236954892,-47.85913390874711
13184,-20.860328432340825,-48.29142210232633
13185,-21.14113399465911,-48.50861573015617
13186,-20.906496300049515,-48.63378866289162
13188,-20.9448214124752,-48.497763680367754
13190,-20.91581150143609,-48.49671872417385
13201,-21.145561210478128,-48.50720720003198
13202,-20.5725310088868,-48.569246623088475
13203,-20.93792474339164,-48.498155596584006
13205,-20.789349365548386,-48.322765537806426
13206,-20.78729121908566,-48.32398360791198
13207,-21.250348367260628,-48.33853423508483
13208,-21.807428290870785,-48.165157886202344
13209,-21.831183639188648,-48.148120561198
13210,-21.355047123495762,-48.08465128328073
13211,-21.258803181249586,-48.32046451486495
13212,-21.2476185,-48.30771824999999
13213,-21.23017481069208,-48.325732143207595
13214,-21.75547304787396,-48.16948218707425
13215,-21.76527554082781,-48.171092937698134
13216,-21.77924763558197,-48.160050212880115
13218,-21.955823141717385,-48.00903396347912
13219,-21.78492024283066,-48.18723737945404
13220,-21.25913974048093,-48.31634796520544
13222,-21.185331482382868,-48.14653614260306
13224,-21.78043753102382,-48.207936847421166
13225,-21.79813797787569,-48.17303100000001
13231,-21.836219086775014,-48.49304795130088
13232,-21.748896595404638,-48.115918496742495
13236,-21.262718684358106,-48.29980763893384
13240,-21.250872634808225,-48.33575780853695
13250,-21.24123421781857,-48.30225136619856
13251,-21.780777394396658,-48.151342037192
13252,-21.78672972449122,-48.190210492679824
13253,-21.743506760199665,-48.14776305926475
13254,-21.795254057447075,-48.17684650222171
13255,-21.36305296641737,-48.237212240666935
13256,-21.357389810140575,-48.08689552906429
13257,-21.585749952932726,-48.07902454834525
13260,-21.191638158481787,-48.15095886966167
13270,-21.264277768754013,-48.32424986009897
13271,-21.783501180388523,-48.19284741197711
13272,-21.257488343328323,-48.32073157441452
13273,-21.798550781291485,-48.14984092339433
13274,-21.262599127523803,-48.313884845097895
13275,-21.797560549649877,-48.174535738343295
13276,-21.248477997972113,-48.3278903982425
13277,-21.754550945212326,-48.824656521925
13278,-21.594618098150054,-48.807626605411606
13279,-21.99687262105999,-48.38939091839408
