payment_installments,payment_sequential,order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value,payment_type,payment_value,review_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp
3.0,1.0,f23c71439ab24ac853522e783dd7dec2,68b7509c1f04aa6c537f935bb18b9645,delivered,2018-04-17 14:31:45,2018-04-17 14:52:35,2018-04-23 19:48:07,2018-05-04 20:36:57,2018-05-15,1.0,35582ccc8dcd2cc9841d257c0506b641,4d6d651bd7684af3fffabd5f08d12e5a,2018-04-23 14:52:35,129.9,36.04,credit_card,165.94,8023f946d9b261cb0ecb604703427917,5.0,Ótima compra,"Entregue dentro do prazo, e com bom período de validade.",2018-05-05 00:00:00,2018-05-06 00:28:38
1.0,2.0,dc32c5b96c5aa06641f7c32f3f1bce98,b5d99b818c44b7029424de7ce9798440,delivered,2017-12-10 23:02:03,2017-12-10 23:15:22,2017-12-12 22:53:15,2018-01-03 19:04:29,2018-01-12,1.0,bd6e6fce9ada76ea2db0f1912e8e478f,1835b56ce799e6a4dc4eddc053f04066,2017-12-14 23:15:22,56.99,16.16,voucher,50.0,55f5fbc835cbc7401c388e07d827abb1,4.0,,Achei o produto pequeno para uma cama king ou até mesmo queen,2018-01-04 00:00:00,2018-01-05 11:00:25
1.0,1.0,cb5084e6d5109655821d2054b7bec84c,16738db2ba964d2b05d642b0ff222451,delivered,2017-07-31 17:06:00,2017-08-02 02:50:14,2017-08-03 18:25:09,2017-08-07 18:12:00,2017-08-22,1.0,320e20e13905991b0d83e8f181fcc196,d20b021d3efdf267a402c402a48ea64b,2017-08-08 02:50:14,39.99,11.2,boleto,141.24,62f39854dc20df8de803e1e0607a9d0c,5.0,,,2017-08-08 00:00:00,2017-08-09 20:33:04
1.0,1.0,56ce64b53ec3bb5b0525f21506619f8e,6d45947c18621227f1e82fda7a73f26c,delivered,2017-11-24 12:42:21,2017-11-24 14:53:40,2017-11-28 18:10:06,2017-12-05 22:36:39,2017-12-15,1.0,422879e10f46682990de24d770e7f83d,1f50f920176fa81dab994f9023523100,2017-11-30 14:53:40,49.0,17.64,credit_card,66.64,6dfa1ff1b1bfe8ca2fe6c59e9aa5bda4,5.0,,Recomendo entrega rápido produto de qualidade!,2017-12-06 00:00:00,2017-12-09 01:54:22
4.0,1.0,c442924838668a8f207a02063556d814,9346c5bf5e6eac10f0c9feaff3eb306e,delivered,2017-11-16 19:37:21,2017-11-16 19:56:44,2017-11-17 16:44:46,2017-11-18 15:48:27,2017-11-29,1.0,b807683e40e7ea6ec8d74d34f2e02247,ec933281fb017b5020d06df29c3f77e8,2017-11-22 19:56:44,184.0,13.84,credit_card,197.84,05b4a71ac480b42eb664966f53283032,5.0,,,2017-11-19 00:00:00,2017-11-19 19:29:16
1.0,1.0,ddf574153803a9012e68e479fa941b0f,84f9776d9f55cb53b6690857744ca1ba,delivered,2018-04-04 21:40:03,2018-04-04 21:55:21,2018-04-05 23:06:40,2018-04-21 06:19:16,2018-04-26,1.0,891fda5230e6e284e5430ded76eebcd7,8b321bb669392f5163d04c59e235e066,2018-04-10 21:55:21,15.0,18.23,credit_card,33.23,ccaedb2ecc2fd93da1dd43ca73cfc3bf,5.0,,,2018-04-21 00:00:00,2018-04-21 21:58:30
3.0,1.0,d341bf71429128ec496e8012f3f8e2a0,84cad6a5d13b2a45316812384327e16f,delivered,2018-06-12 21:41:59,2018-06-12 22:01:37,2018-06-13 14:33:00,2018-06-18 22:08:52,2018-06-29,1.0,84f456958365164420cfc80fbe4c7fab,4a3ca9315b744ce9f8e9374361493884,2018-06-14 22:01:37,84.9,14.9,credit_card,99.8,54ab2c93b4a5673adc8441eb1d4ee3a0,1.0,Não recomendo.,"Achei muito fino o tecido a costura e muito simples, sei lá parece feito em casa, a almofada que veio estava com uma linha grande no acabamento, tive que cortar. Não gostei.",2018-06-19 00:00:00,2018-06-20 08:56:43
5.0,1.0,534c285356eb06898b7ea7edbb14476b,b692fb160782271845b7c858cbd9c1df,delivered,2018-03-23 08:49:19,2018-03-23 09:08:35,2018-03-23 23:04:33,2018-03-28 02:52:21,2018-04-11,1.0,bd6eb9532e448ca538cec41d0b9dc228,f5a590cf36251cf1162ea35bef76fe84,2018-03-29 09:08:35,255.0,24.1,credit_card,279.1,e51bde91950aa0a29920d87799f2b886,5.0,,,2018-03-28 00:00:00,2018-03-28 23:50:11
3.0,1.0,755acdbf6da2041544f004ead2cdd080,ee64351d93ed36563eea84500a3f558a,delivered,2018-05-05 12:40:10,2018-05-05 12:55:20,2018-05-07 10:23:00,2018-05-11 01:32:49,2018-05-25,1.0,3b99375795409600e7924e00452855c0,28c7d8743fbc8679f484868cc0fcaefb,2018-05-10 12:55:20,80.5,18.44,credit_card,98.94,f4610f3cdc8731ea4df8748c68f2a01e,5.0,Bom,Gostei chegou antes do previsto,2018-05-11 00:00:00,2018-05-12 22:06:35
1.0,1.0,ceecda7c9b24cbff643a6c5119a9ec6d,76127da03b20e432691fcc923788d9b3,delivered,2018-07-31 14:31:45,2018-08-01 02:35:19,2018-08-02 14:49:00,2018-08-06 18:05:43,2018-08-06,1.0,e917a4c1765b98c448b7e4cadcbd0d36,7e3f87d16fb353f408d467e74fbd8014,2018-08-03 02:35:19,20.9,7.41,boleto,28.31,72b96bc7e95412e4783698795417ae2d,1.0,,"Estpu preocupada, no status de recebimento consta como entregue dia 06/08, porem ainda não recebi o pedido. Inclusive liguei no telefone 4003 1000.",2018-08-07 00:00:00,2018-08-08 16:34:41
2.0,1.0,9b8dce6896a07b137779350966e11e99,8ab9de8260d0b7e0dc87c417a073e0e0,delivered,2018-06-10 22:06:29,2018-06-10 22:31:23,2018-06-12 12:36:00,2018-06-15 17:40:39,2018-06-28,1.0,7cdffa73c5aa5471607b4ac982baa201,f84a00e60c73a49e7e851c9bdca3a5bb,2018-06-12 22:31:21,44.5,14.29,credit_card,58.79,6dea8d7864d737d5de938b3852468f04,3.0,Ótima,A mercadoria chegou até antes da data prevista !,2018-06-16 00:00:00,2018-06-16 20:55:12
1.0,1.0,3cb69ccd08eea344a68a66e8ce49a282,9238a417f2d525ad5640693385b86d9b,delivered,2017-07-06 16:18:52,2017-07-06 16:43:46,2017-07-07 14:38:34,2017-07-12 17:43:32,2017-07-26,1.0,3236ebd1684fa3ff2b74858fcd9ea688,6ec1a01e866584bb679eb9b098345919,2017-07-12 16:43:46,59.4,13.44,credit_card,72.84,2380f9ceb6c7a3d3bc18492559299dcf,5.0,,,2017-07-13 00:00:00,2017-07-13 23:12:54
1.0,1.0,00f2c876aa08fbba04199823952e96c1,eb4fea182012be623175b35ee37dfe50,delivered,2017-04-06 10:21:23,2017-04-07 03:15:32,2017-04-10 12:04:47,2017-04-18 14:10:11,2017-05-09,1.0,b18fa799c2e098abdceb194c359938f6,53e4c6e0f4312d4d2107a8c9cddf45cd,2017-04-13 03:15:32,69.0,17.22,boleto,86.22,5cb33274cef7409dcf18e56f4fb79c66,3.0,,,2017-04-19 00:00:00,2017-04-22 10:21:21
8.0,1.0,4fe2e8b329e56a00aba9b0136b46f00f,0c6e74d3848e590888f197074ee1f5ff,delivered,2017-01-13 11:06:56,2017-01-15 11:05:13,2017-01-18 04:58:17,2017-01-20 11:33:43,2017-02-24,1.0,53bd0c908c6ab820c9828763348728ef,cca3071e3e9bb7d12640c9fbe2301306,2017-01-20 11:06:56,69.9,13.07,credit_card,82.97,9dc50077272395ec4c7dcf0ff89be4fa,5.0,,Super Recomendo..Um encanto :-),2017-01-21 00:00:00,2017-01-23 09:57:30
1.0,1.0,2ea399422b697257c14a7f63c224c9f2,15225afcf8a9e71763e021734ccf163c,delivered,2018-06-07 19:56:49,2018-06-09 02:57:20,2018-06-12 16:25:00,2018-06-22 19:06:34,2018-07-27,1.0,79ccb1aca8fcf379a6ed2412fba0480e,0241d4d5d36f10f80c644447315af0bd,2018-06-18 02:57:20,249.0,120.61,boleto,369.61,4f411666c374727229bfd84424b79eda,5.0,"recomendo,ótimo ","Produto chegou em perfeito estado ,gostei muito ",2018-06-23 00:00:00,2018-06-26 19:52:50
6.0,1.0,689e8820798347950a2649f71c734bd0,1510278962879d204243606cbd1a9ede,delivered,2017-10-12 10:25:23,2017-10-13 21:07:15,2017-10-16 19:33:35,2017-10-31 16:37:34,2017-11-06,1.0,954ed36fcf28237749ef5616ab0eff87,6560211a19b47992c3666cc44a7e94c0,2017-10-18 22:07:15,79.0,15.99,credit_card,189.98,108a0b719ac5ee187371bfa5973c2e09,1.0,,,2017-11-01 00:00:00,2017-11-04 01:41:22
1.0,1.0,14001e8cd1c29d0bce5b5bfca73338af,620c2e659b5d119813362bfe4bbe8634,delivered,2018-01-31 00:04:39,2018-01-31 01:04:38,2018-01-31 19:48:59,2018-02-05 21:21:21,2018-02-23,1.0,e2a5fbcec3cf55f09968fb1ecbe16638,620c87c171fb2a6dd6e8bb4dec959fc6,2018-02-06 00:31:41,179.9,16.01,credit_card,195.91,7366538b26f60ea246751a0ed581f48b,5.0,,,2018-02-06 00:00:00,2018-02-07 14:06:12
10.0,1.0,826b47e4cd7bba4e4c6fa5485f898b74,e68e6423401e85c138229b23d4bf4761,delivered,2017-12-01 22:37:42,2017-12-01 22:52:53,2017-12-05 20:59:00,2017-12-06 19:09:43,2017-12-27,1.0,82254d93b897fde054504b15f8fe923c,02ecc2a19303f05e59ce133fd923fff7,2017-12-06 22:52:53,239.9,14.36,credit_card,364.18,e3cfc6716925dda5459bfa878bc1f7a1,3.0,,,2017-12-20 00:00:00,2017-12-20 21:35:03
5.0,1.0,2188019060b6276ae9fc889917f6d5cb,435799869fa235e84f46308cb8c4937d,delivered,2017-08-16 22:34:10,2017-08-17 00:30:12,2017-08-17 18:44:59,2017-08-25 17:06:15,2017-09-20,1.0,09c2dde20d43a2b79ec17fa25a5ad6b6,718539d38d07dd351c76db862760e2e2,2017-08-25 00:30:12,32.64,21.15,credit_card,53.79,87c4468834535a29476279b8a5a48db4,5.0,,,2017-08-26 00:00:00,2017-08-29 00:44:54
2.0,1.0,642d9648ee8c3cd7d0a2be2b8816cc91,67b73da9983e08fd2e278531a7062d89,delivered,2017-07-19 18:44:40,2017-07-20 18:50:21,2017-07-21 18:44:51,2017-08-03 19:43:07,2017-08-22,1.0,31a2f42a87890f87d77daebdfabc182e,4c03b9dd4c11ee2cb35c96c49efc9420,2017-07-26 18:50:21,149.0,29.44,credit_card,63.57,cc05dbaa1995d902ed3e5962cb9b3ef2,3.0,,So acho que deveria ser entregue todos juntos.,2017-08-04 00:00:00,2017-08-05 00:14:30
1.0,1.0,62fffe3cf205e0deb385d92481d3cb40,502f84b96849b881c0bb14a9650d0a13,delivered,2018-02-02 15:40:59,2018-02-02 16:00:40,2018-02-05 16:12:07,2018-02-21 10:53:13,2018-03-05,2.0,086351823300e0339f6955b27998c186,33a6f4b1e7cdc205511e76ba1b6e0186,2018-02-12 16:00:40,115.0,14.56,credit_card,259.12,5d12b68ffa21e79fc75f45bb6cbaa35a,1.0,,,2018-02-22 00:00:00,2018-02-25 12:53:27
4.0,1.0,b958654614e94b4600cb336391326045,18cdebd5cfe07beb5258254ff1f8fe85,delivered,2018-02-16 17:54:24,2018-02-17 17:46:47,2018-02-20 23:06:22,2018-03-01 19:38:36,2018-03-13,1.0,c9c6fde711572c1ad99ca12728c6af00,562fc2f2c2863ab7e79a9e4388a58a14,2018-02-22 16:46:47,29.99,15.1,credit_card,45.09,a3c4fcb484ed34b9a163b40ebc404075,4.0,,,2018-03-02 00:00:00,2018-03-02 22:57:39
1.0,1.0,1683815c34e20076a6b3a8b1fd3d8809,2d9a7f6bfb053e602cc26e9c77c5f2ee,delivered,2018-05-29 18:09:04,2018-05-29 18:36:45,2018-06-01 10:15:00,2018-06-11 18:13:32,2018-07-05,1.0,ce497a3d92ec305f5d9ef0c4b6980a95,4a1f694197d05fe70026b016a7316b41,2018-06-06 18:30:58,34.99,16.13,credit_card,139.36,52ef4030ab6785f4557e5606361a18ce,5.0,muito bom ,Otimo vendedor,2018-06-12 00:00:00,2018-06-26 16:53:14
3.0,1.0,26262a08c620d910b93d309db0e16725,2aa3c45e42925370972f456902aa66bd,delivered,2017-12-13 14:40:11,2017-12-13 14:56:59,2017-12-14 20:17:16,2017-12-15 19:17:07,2018-01-05,1.0,154e7e31ebfa092203795c972e5804a6,cc419e0650a3c5ba77189a1882b7556a,2017-12-22 14:56:59,23.99,7.78,credit_card,31.77,40bb722a8b4a84fae3d5d45dfe0fa631,5.0,,,2017-12-16 00:00:00,2017-12-18 11:23:11
1.0,1.0,e639eb028398f98b7958207b2a45684c,4cbe7cdb500ac94cf673f67c9f28d8c3,delivered,2018-03-03 09:57:04,2018-03-05 14:20:25,2018-03-09 22:24:48,2018-03-21 23:26:46,2018-04-06,1.0,e06d5e832b37064a0f5193515b16f44f,d91fb3b7d041e83b64a00a3edfb37e4f,2018-03-09 13:55:56,95.0,15.42,voucher,110.42,d42128ad1a5b21a1e38b5c8d3791e3d7,1.0,," não consegui retira o produto está no correios , no me ta errado , por favo entre em contato comigo (61991198226)",2018-03-22 00:00:00,2018-03-23 15:21:23
1.0,1.0,b1235029ff825a6ee63ea5c87797cd82,b11ef54879526dd5426f747d2ed677c1,delivered,2017-03-18 15:22:19,2017-03-18 15:22:19,2017-03-22 16:58:42,2017-03-29 16:45:13,2017-04-10,1.0,79fc4c7da6812091c88d89e02e02887c,44073f8b7e41514de3b7815dd0237f4f,2017-03-23 15:22:19,75.0,18.81,boleto,93.81,99d0efcf8e44aefb70277c3d5d434ff0,3.0,,O item em si é bom porem o suporte para a colocação do mesmo não passa muita confiança.,2017-03-30 00:00:00,2017-03-31 02:32:19
5.0,1.0,24843df655e56c3713485a7880677287,6f8f6a52f408ae47a83c5e2b7d1d395f,delivered,2017-10-30 10:44:32,2017-10-31 12:31:49,2017-11-06 21:32:21,2017-12-01 21:21:12,2017-11-30,1.0,a02d0123079f4ae96001ba2010d1a2df,1025f0e2d44d7041d6cf58b6550e0bfa,2017-11-08 12:31:18,250.0,81.2,credit_card,331.2,103fbe80b510033507349054e169e18a,2.0,,"Recebi o produto dia 01/12/2017, 6ª feira, porém, ao abrir verifiquei que uma das peças estava bem amassada e a outra possuía o acabamento bem ruim na extremidade, não sendo possível sua utilização. ",2017-12-02 00:00:00,2017-12-05 11:54:10
4.0,1.0,2e8265affe5bc22876b8e69548e074fb,9c4f2d8c14b700df0e7625d3ffa35174,delivered,2017-12-28 00:26:37,2017-12-28 01:00:33,2018-01-03 21:19:15,2018-01-10 21:10:38,2018-01-29,1.0,368c6c730842d78016ad823897a372db,1f50f920176fa81dab994f9023523100,2018-01-04 01:00:33,49.9,17.66,credit_card,67.56,8bb3e875dcb85dfae8a9fe9e70286f36,3.0,,,2018-01-11 00:00:00,2018-01-12 11:24:43
4.0,1.0,0ee52d4b00ab65f19b7e89e5683766bf,9d9fc80cdedb63de913387b502bee19b,delivered,2017-09-12 20:38:53,2017-09-12 20:50:13,2017-09-13 20:33:18,2017-09-18 16:48:15,2017-09-22,1.0,c3ba4e8d3cb30049213b682e751e9d00,6560211a19b47992c3666cc44a7e94c0,2017-09-18 20:50:13,95.0,7.92,credit_card,102.92,4ffba8122544da4960ab870e607b7309,5.0,,Ótimo ,2017-09-19 00:00:00,2017-09-19 21:27:13
1.0,1.0,e6657617ef1f4cc4cc2413cb0a6630ae,473510bdc67d814c1feda19dc137023e,delivered,2018-01-30 16:16:45,2018-02-01 03:13:28,2018-02-01 18:48:33,2018-02-14 19:43:24,2018-02-21,1.0,99a4788cb24856965c36a24e339b6058,4a3ca9315b744ce9f8e9374361493884,2018-02-07 03:13:28,86.9,16.24,boleto,103.14,e85ba3049a1b89665036bca07198aaab,4.0,,,2018-02-15 00:00:00,2018-02-16 15:37:55
1.0,1.0,5c51684e9930d09a7f209a96c71064ef,cce67659e9d04865a064779206b7f545,delivered,2018-05-02 23:21:16,2018-05-03 00:50:16,2018-05-03 18:59:00,2018-05-04 22:03:20,2018-05-18,1.0,55b71bf300a2765a382eaec566df531f,54a1852d1b8f10312c55e906355666ee,2018-05-09 00:30:33,74.99,11.15,credit_card,86.14,319310ea9763b189597ccbc1fa941306,4.0,Muito bom,,2018-05-05 00:00:00,2018-05-06 01:45:38
1.0,1.0,1d46e93ded8b3ff059abe41e14754362,ddc49820b80baa11c1fd013d27e171fd,delivered,2017-08-23 13:58:50,2017-08-25 03:05:30,2017-08-28 17:58:15,2017-09-04 21:15:12,2017-09-19,1.0,7d50930301709838d8e90dcac5cfaa84,9616352088dcf83a7c06637f4ebf1c80,2017-09-04 03:05:30,59.9,16.18,boleto,152.16,560c63ae54faba016b733149ea7798b0,5.0,,,2017-09-05 00:00:00,2017-09-08 00:28:04
1.0,1.0,0b0334d5ad01e008caafb19973bf1acb,64c1209f6fae0cbe57bd7e39469506f4,delivered,2018-04-25 10:52:10,2018-04-25 11:09:03,2018-05-02 11:19:00,2018-05-07 20:12:24,2018-06-05,1.0,07a2b4290dce4edc619005d1a6348439,b499c00f28f4b7069ff6550af8c1348a,2018-05-02 11:09:03,59.99,19.39,credit_card,238.14,6a3fba82de14232496691b56554a7cc9,5.0,Ótimo,,2018-05-08 00:00:00,2018-05-11 11:51:46
1.0,1.0,4f39a94d6e474819d898d6df7d394996,27a410dccb395b6ce45963874d158352,delivered,2017-04-28 16:28:03,2017-04-29 02:42:51,2017-05-09 14:06:48,2017-09-19 13:54:18,2017-05-30,1.0,15f773b4fea5b2ab681b02620b0c3a95,82e0a475a88cc9595229d8029273f045,2017-05-05 02:42:51,79.0,19.25,boleto,196.5,305f7cbe3fcbe1bfd677c375b4134b65,2.0,,"Entrega dentro do prazo porem em um determinado lugar eles nem sabiam aonde o produto estava, com isso não passa confiabilidade para o cliente.",2017-05-26 00:00:00,2017-05-29 11:23:51
1.0,1.0,93709cc8ac5e38fe6622dcebd2ce72bf,5d6af0de0877df24d2c737741eeaad2d,delivered,2017-10-28 08:28:41,2017-10-28 08:45:44,2017-10-31 15:33:47,2017-11-07 14:41:20,2017-11-21,1.0,2c7d6cb2b1eeccd3ecadf62d0e60b90b,06bb3a2fe5e7b7a845b13e8fb91bd944,2017-11-03 08:45:44,58.9,16.47,credit_card,166.33,0952850148bad8cdb011e32cc12f3252,5.0,,,2017-11-08 00:00:00,2017-11-09 11:08:04
8.0,1.0,571b3d06ddb5bba38fac92f4da0778e7,73bd1eb83b4172b898bc19681afc885f,delivered,2017-02-01 20:59:12,2017-02-01 21:10:10,2017-02-02 11:55:47,2017-02-08 15:51:14,2017-03-03,1.0,c92f0e7b9d49a9543558d6532772441b,5dceca129747e92ff8ef7a997dc4f8ca,2017-02-05 20:59:12,129.9,46.86,credit_card,176.76,df8f028f952fe8593a154d5cf5cdb9c0,5.0,,"Produtos de qualidade,ótimos prazos de entrega!",2017-02-09 00:00:00,2017-02-10 21:29:19
1.0,1.0,818878a0bdfd8a8cf46e474a03fc5366,e865ee96ba1d73c1bfad1dc94269fc14,delivered,2017-10-26 13:43:41,2017-10-28 02:55:22,2017-10-31 18:25:47,2017-11-09 16:44:32,2017-11-23,1.0,2b4609f8948be18874494203496bc318,cc419e0650a3c5ba77189a1882b7556a,2017-11-07 02:55:22,89.99,16.39,boleto,106.38,066d03d436a71fe34ff23a3252666ddd,1.0,,"Mas uma vez a entrega está demorando muito, até agora não tenho nenhuma notícia do meu pacote ",2017-11-10 00:00:00,2017-11-12 20:35:14
4.0,1.0,67009d1f213f762960c97b4f8629159c,d3e3cb2b2922f53b23b090d9668a1b13,delivered,2018-01-20 11:38:30,2018-01-20 11:57:49,2018-01-22 16:38:04,2018-02-01 21:18:30,2018-02-23,1.0,0b2c18d8e73e17348a011241525cb089,6560211a19b47992c3666cc44a7e94c0,2018-01-25 11:57:49,199.0,17.83,credit_card,216.83,8ec4365c8f2745121a48bd93f33174d0,4.0,,,2018-02-02 00:00:00,2018-02-03 01:48:36
1.0,1.0,e5fa83ee166ad4e56b60c0bc4a2e12bc,09019e777b997c943ed2c3b3b9fb2707,delivered,2017-10-30 23:55:00,2017-11-01 03:15:41,2017-11-01 18:03:10,2017-11-24 21:11:19,2017-12-01,1.0,d5b703c271f43f9c588a6f512a00f77e,fa40cc5b934574b62717c68f3d678b6d,2017-11-08 03:15:41,34.9,25.63,boleto,60.53,79eed67b05ae51b285cd3d5b56528fdc,5.0,,,2017-11-25 00:00:00,2017-12-01 12:19:48
1.0,1.0,8af022ef5bcb85da7e559f43367171bf,5d620255702bc2d194c87b2911951aa7,delivered,2018-01-08 12:11:29,2018-01-08 12:27:42,2018-01-10 11:03:29,2018-01-16 21:11:45,2018-01-31,1.0,7ce94ab189134e2d3c05f496d635419c,8b321bb669392f5163d04c59e235e066,2018-01-12 12:27:42,13.65,14.1,credit_card,27.75,139aee50b854b042fd25d2a35721b064,5.0,,"Produto veio certinho, dentro do prazo de acordo com o que precisava.",2018-01-17 00:00:00,2018-01-18 08:13:57
1.0,1.0,cd073a09b3f9f8f60fe4b7aa998f2ca0,992827c0798eac56fbf32454152b47b5,delivered,2018-06-20 08:57:50,2018-06-20 09:20:29,2018-06-20 13:11:00,2018-06-25 15:16:38,2018-07-12,1.0,0f39dd7b84f0532254c167aa5ad6bbca,698f5fa55a5f73d0740e9d9a773e8093,2018-06-26 09:20:29,60.0,15.52,credit_card,75.52,21e8ab9a106662a826ab313e4ef1519b,5.0,recomendo ,produto entregue no prazo.,2018-06-26 00:00:00,2018-06-26 18:33:14
5.0,1.0,7e33051b148132bd0c823915b8863e35,e5d2e5d5a118426869969e7edf137611,delivered,2018-05-03 07:24:46,2018-05-03 07:55:14,2018-05-03 14:54:00,2018-05-08 22:58:50,2018-05-28,1.0,330144665b875c2b4555f88d9f4ed7c1,620c87c171fb2a6dd6e8bb4dec959fc6,2018-05-09 07:55:14,159.9,20.09,credit_card,179.99,a2bcd584138dc729a42453191e868ad7,5.0,,,2018-05-09 00:00:00,2018-05-10 10:23:47
1.0,1.0,75a274082b03938965592307afe46ae2,341baecb319d65b15bcfc9c3adc5de7f,delivered,2018-01-04 16:54:54,2018-01-04 17:09:28,2018-01-05 16:09:32,2018-01-24 22:12:09,2018-02-14,1.0,36ea81e90d1292dcdc3ad8abb09c20fe,a420f60ff1aa9acc80d0e42959f2b313,2018-01-12 17:09:28,73.5,17.76,credit_card,91.26,4e9ab6ce0c1aee0a1890d3d929fdfbb2,5.0,,,2018-01-25 00:00:00,2018-01-29 13:16:03
4.0,1.0,5c08c71d1da2a1cbbb12fe54b0419b41,8e00885d43c3f587e4d60b751462cdf7,delivered,2018-05-06 02:04:47,2018-05-06 02:15:13,2018-05-09 13:42:00,2018-05-15 17:18:35,2018-05-25,1.0,1a405418406359cc2b8815f93bf359c2,4d6d651bd7684af3fffabd5f08d12e5a,2018-05-10 02:15:13,139.9,20.32,credit_card,160.22,52254bb13d065f0cccec90fb8cdbe8f1,5.0,Excelente,Excelente produto,2018-05-16 00:00:00,2018-05-17 00:15:46
1.0,1.0,265858f2ac3e966d6f2e63e5f7a51092,c8e156923e9f6ddffd08c5df3c01880b,delivered,2017-10-26 10:30:47,2017-10-27 03:06:46,2017-10-27 18:03:36,2017-10-28 13:57:46,2017-11-08,1.0,2136c70bbe723d338fab53da3c03e6dc,6560211a19b47992c3666cc44a7e94c0,2017-11-03 03:06:46,29.0,7.78,boleto,36.78,af83666c79d0482187a840c83a89262e,4.0,,,2017-10-29 00:00:00,2017-10-30 03:16:30
1.0,1.0,dea01d9c1e4b72c2db85ece62b00d823,abd0d963d378cd25a471cb2e45534c8d,delivered,2018-01-19 11:37:49,2018-01-23 03:52:55,2018-01-23 17:27:35,2018-02-05 19:41:56,2018-02-16,1.0,0d90fced28b749fa0468818d98cb8212,dbd66278cbfe1aa1000f90a217ca4695,2018-01-29 03:52:55,57.9,26.65,boleto,84.55,330000c9a3a33fe0a96008190d2879f5,5.0,,,2018-02-06 00:00:00,2018-02-07 09:04:38
2.0,1.0,92ea6a0cefc845d92f3b1339e0e0100a,e66d33cb50becd445c9a52eeee37adbf,delivered,2018-01-12 15:02:58,2018-01-13 14:52:30,2018-01-16 14:58:10,2018-01-26 20:05:22,2018-02-21,1.0,ff469d5a015226354ab92a85c8c46537,0b90b6df587eb83608a64ea8b390cf07,2018-01-26 14:52:30,168.9,36.5,credit_card,205.4,07cb41fe5018775237d5f2b2262e23c5,3.0,,,2018-01-27 00:00:00,2018-01-30 12:55:06
1.0,1.0,98886a41872c9df13b990863b330f710,fb858665709e2e6adfe0207bcc5b3118,delivered,2018-08-06 14:44:25,2018-08-06 15:04:51,2018-08-15 13:06:00,2018-08-16 19:28:39,2018-08-15,1.0,4fe644d766c7566dbc46fb851363cb3b,c31eff8334d6b3047ed34bebd4d62c36,2018-08-13 15:04:51,69.99,11.51,credit_card,81.5,a359be2b31aeef52125257d2fdd52110,5.0,Lindo,"Qualidade muito boa, completou minha sala e todos amaram!! ",2018-08-17 00:00:00,2018-08-19 03:15:48
1.0,1.0,dec0a06aff130c128418082f77f5b083,63a5e1ee8b7cd39dd906347a4d3cc002,delivered,2018-01-11 12:06:33,2018-01-11 12:15:21,2018-01-13 01:17:12,2018-01-24 23:44:18,2018-02-07,1.0,aef3e3251c02ee19b8f193f158a49a53,282f23a9769b2690c5dda22e316f9941,2018-01-17 12:15:21,43.5,16.6,credit_card,60.1,a7ddb9788bd7dba190160dc01433ed8e,5.0,,,2018-01-25 00:00:00,2018-01-26 11:23:20
1.0,1.0,28d14a9fb1c0c5e0667fd9ed3834eb5e,4c9dd00d5d6518a570a4aad430b9bdf4,delivered,2018-05-18 13:56:53,2018-05-18 14:17:14,2018-05-21 14:10:00,2018-05-25 22:02:26,2018-06-08,1.0,1a2c16ff559425a46f2eba773fceb91d,89a51f50b8095ea78d5768f34c13a76f,2018-05-24 14:17:14,70.9,17.21,voucher,88.11,9143fc8ec8e5e0d52aa99fc68c038c99,5.0,,Muito bom! Recomendaria.Foi entregue antes do prazo.,2018-05-26 00:00:00,2018-05-27 22:15:24
3.0,1.0,55c5b6e322eed3fe3dbbd82da9906019,ba1b4a0f287cf0364816c7376ac2b141,delivered,2017-09-18 19:35:11,2017-09-18 19:45:39,2017-09-20 03:08:39,2017-09-28 18:30:17,2017-10-05,1.0,3a264b078bf20e98f315ff65c23fa263,46dc3b2cc0980fb8ec44634e21d2718e,2017-09-22 19:45:39,349.99,19.89,credit_card,369.88,e3e37ed1edd6fd638c2fe0782af54688,5.0,,"Enviou antes do prazo, sem defeitos, com todas as peças, recomendo!!",2017-09-29 00:00:00,2017-09-29 22:11:36
2.0,1.0,c2412bd3e8f3094b54d02284ae238108,ff6e494112db6e543970ab264d2e3c8e,delivered,2017-05-22 21:19:41,2017-05-22 21:30:22,2017-05-26 14:57:55,2017-06-06 14:22:56,2017-07-20,1.0,40b2a43c74c26b963dd1bd05384663a0,e81e1f9c3e762e620f3fb60a51499e16,2017-06-25 21:30:22,252.0,35.56,credit_card,287.56,648c22066853c0086f295203265097e2,5.0,,,2017-06-07 00:00:00,2017-06-20 15:03:26
1.0,1.0,c5f0052c5711a034a7b154269bfde906,0e4ffb7264a091878eb8af65e6ef758e,delivered,2018-04-16 11:15:53,2018-04-16 11:31:31,2018-04-18 00:19:36,2018-04-24 22:54:18,2018-05-15,1.0,6a8631b72a2f8729b91514db87e771c0,128639473a139ac0f3e5f5ade55873a5,2018-04-20 11:31:23,29.9,18.23,credit_card,48.13,986823d001058fda696ce84ee39a4393,5.0,10,"Recomendo, preço bom, o produto chegou certinho, no prazo estipulado👏🏻",2018-04-25 00:00:00,2018-04-27 00:39:54
