product_id,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm
4c2394abfbac7ff59ec7a420918562fa,health_beauty,49.0,1495.0,3.0,600.0,33.0,19.0,13.0
e03f4e4044f06ae9349b2f891e614923,fashio_female_clothing,40.0,1628.0,2.0,500.0,60.0,60.0,15.0
816f6efbb3598f798900557f628e8a56,watches_gifts,48.0,1940.0,3.0,354.0,19.0,13.0,15.0
1669a8ef7e316417da468a3599115231,fashion_bags_accessories,56.0,321.0,3.0,100.0,20.0,20.0,12.0
49b59dec916cd9070cf9fb07dee32976,air_conditioning,60.0,803.0,1.0,16550.0,27.0,36.0,54.0
5e015730deea7dfbee442adfb1e29b27,perfumery,55.0,292.0,1.0,450.0,23.0,8.0,15.0
08d76e49b8206d0cfb7456fe3aa7d3b4,furniture_decor,59.0,963.0,1.0,800.0,24.0,6.0,24.0
1ed390fc2e1df06251341c288d315eea,sports_leisure,56.0,1236.0,1.0,4350.0,20.0,20.0,20.0
126abb319a746b23254ef06ddf10181d,watches_gifts,58.0,335.0,5.0,450.0,16.0,2.0,11.0
b3a1e177812466b5c1c71b314ee2ee31,home_appliances,43.0,430.0,1.0,850.0,30.0,19.0,17.0
951098957e7871bfeab769de5e3871a8,watches_gifts,28.0,321.0,1.0,800.0,22.0,14.0,13.0
0d944ade388f4db684ab7578aadcc0ad,fashion_bags_accessories,53.0,1488.0,6.0,150.0,25.0,8.0,18.0
cb81df0e3ccece253557f2a07df4727e,sports_leisure,25.0,469.0,1.0,225.0,18.0,15.0,16.0
20a5aefe5c61d9047acc46a0970e4908,housewares,41.0,218.0,1.0,775.0,19.0,26.0,17.0
ecbe1ef7e2903ff8b1d704ba78fa264d,sports_leisure,47.0,920.0,1.0,902.0,19.0,21.0,16.0
e070a61270050c4b1b704300f331cca6,pet_shop,57.0,558.0,1.0,850.0,30.0,20.0,30.0
91421c5de3c0cb822ec9bf05f9220267,telephony,56.0,1649.0,6.0,200.0,16.0,2.0,11.0
89b190a046022486c635022524a974a8,furniture_decor,59.0,1744.0,2.0,700.0,62.0,15.0,15.0
85fcf0af8941e2a6d93bb2df970c1650,sports_leisure,54.0,3708.0,1.0,4200.0,31.0,33.0,32.0
0a9bdadab17a9b0f258f64d11a0adf7b,furniture_decor,37.0,1090.0,1.0,7480.0,53.0,48.0,26.0
bd6e8cf9fe4122c385da2bcb9f979d5d,telephony,44.0,497.0,1.0,88.0,16.0,7.0,12.0
57f2bc497c1a3ebe41ba7a06d78ed159,watches_gifts,55.0,336.0,4.0,250.0,16.0,2.0,20.0
b45755e01d70d935e074cdde682bed74,bed_bath_table,48.0,472.0,1.0,1420.0,47.0,9.0,38.0
e338f548cda0b52650b9acfd317a74db,fashion_bags_accessories,40.0,444.0,4.0,150.0,16.0,5.0,20.0
1501b0033c68a37fa9560033a440e529,small_appliances,58.0,1160.0,6.0,410.0,24.0,22.0,17.0
eaa5e4f6335cbfad1703327e407e4eca,health_beauty,49.0,696.0,6.0,350.0,19.0,11.0,23.0
20e5127b0dda6370dd7795b2952da13a,furniture_decor,58.0,2043.0,4.0,1450.0,69.0,11.0,11.0
331a9e69c95aad991177b0f1ef85a261,health_beauty,39.0,460.0,3.0,800.0,25.0,6.0,16.0
61c59ebbb2d9510287434ab66f6fc237,auto,60.0,695.0,6.0,6050.0,56.0,11.0,32.0
803f77475e1b51b47f1bfec4f2ec353f,auto,58.0,672.0,3.0,350.0,17.0,6.0,20.0
7e6850f360e60da72b7d3b1b37f42312,computers_accessories,59.0,859.0,3.0,800.0,33.0,11.0,14.0
2ccd049c8e7ea210e079a1aa8ad92477,stationery,54.0,218.0,3.0,6900.0,28.0,55.0,37.0
413c11f2f70bb6e0d20172905d3995fb,sports_leisure,51.0,1552.0,1.0,350.0,31.0,18.0,18.0
daca0700540caccd14072597536e3632,auto,33.0,2058.0,1.0,650.0,22.0,13.0,12.0
af2ce88035b65e8f987e8038fa87098b,baby,60.0,112.0,1.0,850.0,30.0,7.0,30.0
5f42d57952b7815098979a5c4fa6f82a,health_beauty,60.0,919.0,1.0,150.0,22.0,3.0,15.0
ebb132e52ceaa1001756409f1dd0750a,housewares,35.0,250.0,2.0,950.0,17.0,19.0,20.0
a77aadc991c8f31b9b553fcbb8975ab8,health_beauty,47.0,342.0,1.0,2500.0,27.0,10.0,19.0
c9845573653d06921e63975a8eca331e,telephony,48.0,461.0,5.0,150.0,19.0,4.0,11.0
8a9e6069daf723d19d2f3644f30a0045,housewares,60.0,315.0,1.0,4650.0,52.0,20.0,38.0
8a7bf523741f8c2bb93d0d6ed38c18d0,furniture_decor,60.0,448.0,2.0,1850.0,30.0,30.0,30.0
71cedfb0fc49b02e2cb77b7ae1fff332,computers_accessories,31.0,618.0,2.0,613.0,20.0,15.0,18.0
4052517cac9e78357d895976124f6972,electronics,31.0,736.0,3.0,800.0,35.0,30.0,40.0
3dd3a67f72798f25cdd5d98553553d85,pet_shop,63.0,935.0,8.0,16850.0,60.0,40.0,42.0
89197eee3abe531055b90c8ab1df05cc,furniture_decor,60.0,1977.0,4.0,2800.0,69.0,11.0,11.0
059ca09d32720d9adce3ae12e181339d,perfumery,50.0,676.0,1.0,426.0,20.0,16.0,17.0
078e8db43688ea060cf754e7bd2b92e7,bed_bath_table,46.0,252.0,1.0,475.0,65.0,4.0,45.0
3b0fbb3ab5b1512278d2e1c695b07e85,bed_bath_table,44.0,273.0,1.0,400.0,40.0,5.0,30.0
f95dcd7b0926e47d0f20a9050aea2e9e,electronics,58.0,2053.0,3.0,1535.0,49.0,8.0,21.0
558180406ec5ec2f77e01f2807180c20,health_beauty,41.0,1568.0,1.0,725.0,23.0,10.0,15.0
115e606ac8059e4cfa1c6c3310fb365c,computers_accessories,57.0,1525.0,4.0,285.0,17.0,10.0,13.0
65266b2da20d04dbe00c5c2d3bb7859e,stationery,38.0,316.0,4.0,250.0,51.0,15.0,15.0
a52ed2fb26d435066d6613134afcb439,bed_bath_table,56.0,211.0,1.0,220.0,32.0,4.0,23.0
6c56299e19ae706d1907a4b19162435e,computers_accessories,22.0,716.0,2.0,200.0,36.0,2.0,28.0
82dc110dca3af4a0345cdb4500781357,bed_bath_table,55.0,774.0,1.0,300.0,16.0,7.0,15.0
f4f67ccaece962d013a4e1d7dc3a61f7,auto,52.0,603.0,1.0,7625.0,61.0,14.0,61.0
21c0985594816cf11cf7cfc0631f6f1f,furniture_decor,34.0,569.0,1.0,800.0,30.0,30.0,30.0
7868a64aa111bbb4f41f8e1146c0becb,furniture_decor,59.0,438.0,1.0,1200.0,30.0,5.0,20.0
b0961721fd839e9982420e807758a2a6,garden_tools,59.0,341.0,2.0,1850.0,37.0,22.0,40.0
c44fd47f82e429f739693c82c73a43b4,telephony,41.0,749.0,3.0,401.0,17.0,9.0,11.0
d730dcd6017ae7bc8a4b5561f18c6d59,stationery,59.0,302.0,1.0,300.0,16.0,6.0,11.0
e389381479408ccdcdd406d8d3049e45,stationery,57.0,308.0,1.0,200.0,16.0,6.0,11.0
537795846d3155fd59b4eb12545b1b2f,perfumery,54.0,937.0,1.0,50.0,16.0,5.0,11.0
78efe838c04bbc568be034082200ac20,furniture_decor,57.0,272.0,1.0,2500.0,40.0,10.0,30.0
ce066f4a83649651549d717c9b566816,sports_leisure,49.0,831.0,1.0,2300.0,20.0,20.0,20.0
08a7edee09bde7cfc9504bc369e64cb1,health_beauty,52.0,637.0,1.0,917.0,28.0,16.0,20.0
694cbe624717957c7536ef8cd9dfbf57,telephony,58.0,678.0,1.0,150.0,17.0,8.0,14.0
a3f56e065e4c60c0600f98a3fa89be2a,sports_leisure,39.0,657.0,1.0,441.0,21.0,20.0,16.0
bdc3291ab242ec1effc8eb0987850268,electronics,53.0,830.0,1.0,541.0,19.0,12.0,16.0
08528915e9c75fe961048c13928b527f,furniture_decor,39.0,211.0,3.0,500.0,40.0,11.0,35.0
1a0971a6f39f04118207a7308d451e9d,stationery,57.0,353.0,7.0,5850.0,60.0,20.0,29.0
cc158c284564106f4b668ae02389e2c3,telephony,47.0,520.0,1.0,100.0,19.0,3.0,20.0
8c38d21062ec6ee492c3500d01150b7a,electronics,22.0,816.0,1.0,250.0,18.0,15.0,16.0
3fc00af0f0a8d4ac2933d3900416c977,air_conditioning,59.0,624.0,5.0,2000.0,20.0,10.0,20.0
1afdb4e17af189582b06591ae8a031a4,fashion_bags_accessories,59.0,131.0,5.0,250.0,16.0,2.0,20.0
8d983bf701cac84da430105440a801f2,furniture_decor,37.0,594.0,3.0,900.0,84.0,6.0,20.0
679a3e5e1d2bb68982be5734c6e55e63,home_construction,57.0,565.0,4.0,800.0,38.0,38.0,22.0
a0b7d5a992ccda646f2d34e418fff5a0,furniture_decor,45.0,67.0,2.0,12300.0,40.0,40.0,40.0
920840f7899b13c467d223950c89e9e9,baby,26.0,655.0,1.0,250.0,23.0,14.0,28.0
eb41f1f2a3acc800eacb69d0b5c63881,sports_leisure,39.0,1785.0,1.0,450.0,16.0,10.0,12.0
55f166570845e0a7b4456edac9c420b7,auto,42.0,431.0,1.0,975.0,32.0,35.0,29.0
aadff88486740e0b0ebe2be6c09476ae,health_beauty,56.0,390.0,1.0,250.0,16.0,5.0,15.0
8db8c6b5b338e7a8d3332037c2c218f7,telephony,41.0,1311.0,2.0,50.0,18.0,6.0,11.0
574597aaf385996112490308e37399ce,housewares,55.0,499.0,1.0,4800.0,22.0,63.0,22.0
ab9cf155f8280c3739b09fe341a185e8,telephony,59.0,409.0,1.0,225.0,18.0,4.0,12.0
fd60771c56d987cda1dc0169f4452e65,auto,59.0,1066.0,5.0,100.0,24.0,2.0,17.0
dadc0d260b9adadab31c487f1749b9ad,sports_leisure,59.0,265.0,1.0,100.0,16.0,5.0,11.0
61919b39651acb61ec24307ed8b9502d,telephony,59.0,717.0,1.0,250.0,17.0,4.0,16.0
089526cae28a7fd487bfb3bab161d701,computers_accessories,44.0,433.0,1.0,200.0,17.0,8.0,11.0
ae5cad88462eb7b7b61401e31c45618e,computers_accessories,44.0,1428.0,2.0,250.0,30.0,20.0,32.0
f9bb291280bceedf7840b89e1e75b89c,furniture_decor,57.0,113.0,11.0,2400.0,40.0,8.0,35.0
3b94e26edc496743bbce82c42f0a9903,furniture_decor,53.0,1013.0,4.0,400.0,50.0,3.0,25.0
4508bced363e65d5a3e0339f625b8df5,furniture_decor,63.0,527.0,11.0,5550.0,41.0,26.0,31.0
4c1e109ecdf58453de365d217cefa64c,pet_shop,37.0,1219.0,2.0,974.0,26.0,30.0,28.0
b53f20c2b12a4b9821ce57f46a7d1cae,sports_leisure,54.0,1786.0,1.0,150.0,20.0,20.0,20.0
b8ded693eefc7fd6fae337f6c202093e,auto,55.0,790.0,3.0,100.0,24.0,13.0,19.0
11182511f8556822085ea032df785dae,electronics,35.0,615.0,1.0,347.0,18.0,12.0,13.0
8c591ab0ca519558779df02023177f44,garden_tools,47.0,1893.0,1.0,6050.0,20.0,20.0,20.0
5bd46344df36a730cedb3c85d2d1b573,computers_accessories,31.0,589.0,2.0,600.0,20.0,6.0,18.0
3cb39171fd36c50097f2dedbbe0dfe6e,auto,60.0,3136.0,4.0,100.0,17.0,10.0,15.0
61f892cad282d3059bd33ae0eef5b02d,furniture_decor,58.0,1057.0,1.0,500.0,35.0,7.0,27.0
9a442e31dcb07042eca00d73c1933880,fashion_bags_accessories,58.0,719.0,2.0,350.0,16.0,2.0,11.0
2535db191954746776aa1f51dc1a9651,health_beauty,43.0,341.0,1.0,350.0,18.0,14.0,15.0
1d6494a42302dba967b0c3a9c655d1a5,housewares,55.0,843.0,1.0,1800.0,30.0,30.0,30.0
d60c7a798d6fb6242ca9ace328f624e0,toys,59.0,391.0,3.0,700.0,30.0,10.0,20.0
c80525a7dab2df6000ca88a2e7197323,health_beauty,56.0,587.0,2.0,275.0,18.0,11.0,13.0
fb01a5fc09b9b9563c2ee41a22f07d54,consoles_games,33.0,912.0,2.0,1500.0,33.0,25.0,11.0
c5f80e9b4f6f51bc7cdb5d004643262a,health_beauty,58.0,767.0,5.0,8900.0,38.0,88.0,30.0
69c58bb97c8d7b75fad9e6c1d391fda6,health_beauty,59.0,3037.0,1.0,1650.0,28.0,14.0,20.0
e78a3e8673e3084630444ea05692785d,luggage_accessories,46.0,358.0,1.0,5300.0,19.0,49.0,34.0
00fefaf41156bb4b0d850fb27da97897,sports_leisure,12.0,3231.0,3.0,100.0,20.0,18.0,18.0
63de2743d05ab59d85caa49e49459ac1,health_beauty,51.0,951.0,1.0,178.0,18.0,11.0,17.0
51b67230668746c1fe164ca744db9624,cool_stuff,53.0,270.0,1.0,1000.0,33.0,44.0,19.0
efce3fae189352dae985bc199c030d93,bed_bath_table,51.0,326.0,1.0,7550.0,60.0,12.0,40.0
ea6617ab48bb467d615214e7de71c864,auto,20.0,551.0,1.0,300.0,20.0,3.0,16.0
0be487faac01dd57fd7ed17cfbdf2dee,bed_bath_table,48.0,117.0,1.0,300.0,40.0,4.0,30.0
283dc451ad3918badb976d56ff887289,bed_bath_table,58.0,188.0,1.0,1650.0,44.0,2.0,35.0
046cf43a5b63303b3c3c4ba076d1d732,health_beauty,48.0,1648.0,2.0,350.0,24.0,5.0,21.0
475e8a9ddbebf13af503d1c7eccadb1a,office_furniture,54.0,800.0,2.0,3400.0,27.0,21.0,21.0
cd9895374edea6a67749d331b0b32070,sports_leisure,44.0,1449.0,2.0,250.0,20.0,14.0,16.0
32b8ee42e46363609baa9d10ce94d460,sports_leisure,53.0,390.0,1.0,290.0,20.0,18.0,16.0
1f58ebdc810e1d5c7cead7f763c27a94,bed_bath_table,51.0,421.0,1.0,550.0,30.0,5.0,25.0
8ab46c51f623061b5d81424699d885f0,health_beauty,49.0,867.0,1.0,600.0,16.0,20.0,15.0
b532349fe46b38fbc7bb3914c1bdae07,furniture_decor,49.0,829.0,1.0,850.0,20.0,25.0,20.0
284d7e2406319d5b3491ee65da648b6e,sports_leisure,30.0,309.0,1.0,1125.0,32.0,15.0,36.0
a4800b5d0f4850922208a6cefcffed51,sports_leisure,28.0,1042.0,1.0,1250.0,19.0,12.0,12.0
30a6a74ad9391b95bfc088f875ce8cfc,sports_leisure,21.0,160.0,1.0,360.0,30.0,13.0,22.0
c2bd03501cf7f4f3a1201e6069155bc0,furniture_decor,55.0,133.0,1.0,900.0,35.0,4.0,30.0
96b0a882d11b17ce51238420ec63e3a1,bed_bath_table,56.0,641.0,4.0,2150.0,50.0,10.0,40.0
f582884ed8bb76a4b6317b8c9e966d98,housewares,41.0,325.0,1.0,1950.0,43.0,10.0,33.0
b980f3256c981fc178514325143b1fc8,computers_accessories,59.0,1130.0,2.0,243.0,17.0,15.0,12.0
1871f846d88e6b0632e1058b61d35964,telephony,53.0,320.0,1.0,117.0,19.0,4.0,14.0
441571d37eb4c02c1686c4a2cff8a8e5,baby,60.0,1797.0,5.0,850.0,68.0,8.0,13.0
227ae51127a60b162b1696de1cc8a10b,baby,47.0,1058.0,2.0,2797.0,35.0,35.0,16.0
6803077179d24889430188e03fafd31a,electronics,48.0,287.0,1.0,100.0,23.0,8.0,18.0
656e0eca68dcecf6a31b8ececfabe3e8,computers_accessories,45.0,236.0,1.0,173.0,18.0,13.0,12.0
b8731f3bf14c9557a4c5c4b94ad48d0e,computers_accessories,47.0,203.0,1.0,150.0,16.0,2.0,11.0
50f510492e0472326ef292451593bfb5,sports_leisure,39.0,2165.0,1.0,488.0,17.0,16.0,17.0
6f58bad9504178efd4b89d4cd920672a,watches_gifts,37.0,312.0,1.0,350.0,20.0,11.0,17.0
3cce0d166c3fb2507956c630c1d0f87c,home_construction,58.0,415.0,6.0,900.0,32.0,24.0,11.0
badbf5d003888b6338ea8774b4ac9717,construction_tools_construction,46.0,893.0,1.0,2750.0,16.0,2.0,11.0
ca83ea24493d1cdaa236098ae779b175,small_appliances,51.0,2396.0,7.0,3567.0,35.0,9.0,27.0
586328f570ac0b651d452f1227db4d1c,watches_gifts,47.0,434.0,1.0,119.0,17.0,10.0,13.0
5f24f9f041b1ab4de5de1b37994952d8,home_appliances,60.0,208.0,1.0,2250.0,18.0,8.0,13.0
9bc7d25a36d620cf449cfdebe3de132f,health_beauty,45.0,287.0,4.0,500.0,20.0,7.0,20.0
5fea1628f3d9680db59c20a4d80c221f,health_beauty,48.0,2718.0,1.0,400.0,19.0,11.0,12.0
b76364870c38ddd7dcc9dd9ab5abeeb4,small_appliances,60.0,569.0,2.0,1200.0,25.0,20.0,20.0
fea7f0c147905a41ca324c0e3234a4c7,computers_accessories,60.0,2127.0,1.0,225.0,18.0,10.0,16.0
b248cbdf748a977cdf76991dd59fc429,auto,42.0,96.0,1.0,150.0,16.0,7.0,11.0
00e040fed5fb843e28740181ddca3521,telephony,58.0,477.0,3.0,400.0,17.0,4.0,12.0
7fa79f73326e6b9b13b79f60a435d4a5,sports_leisure,45.0,570.0,2.0,725.0,19.0,14.0,15.0
8ed094bfe076c568f6bb10feada3f75d,office_furniture,43.0,1128.0,1.0,16133.0,63.0,59.0,25.0
86da2c247cca57fe5928cc175e2a65e3,baby,57.0,273.0,1.0,8500.0,30.0,64.0,20.0
51dea5d1ada11e6deab755d7ab30fc6e,baby,52.0,196.0,1.0,450.0,25.0,6.0,25.0
862f21f0a089e3a09528412f6ec63428,furniture_decor,61.0,290.0,4.0,1400.0,35.0,13.0,35.0
0cf13ac73dbcf6586ba63b89dd1f780a,furniture_decor,39.0,398.0,5.0,3700.0,25.0,35.0,35.0
276e9ed23a30582d125743aaed57ed22,garden_tools,60.0,624.0,3.0,250.0,17.0,7.0,13.0
53db18171eeeead5f0a7ea398054c298,computers_accessories,58.0,1017.0,3.0,350.0,16.0,10.0,11.0
75f492a14681b1e6558a531bbb970c53,furniture_bedroom,59.0,423.0,2.0,10200.0,41.0,56.0,26.0
c9fa6a0dbc5b979d8c99f38c3c9c912f,consoles_games,50.0,481.0,4.0,100.0,16.0,3.0,13.0
ad4b943ef0b5cd9e4211c9cf6c27ff13,telephony,53.0,403.0,2.0,150.0,19.0,4.0,11.0
616042729c11849827291496b18e9ec5,sports_leisure,45.0,891.0,1.0,300.0,16.0,16.0,16.0
e53e557d5a159f5aa2c5e995dfdf244b,computers_accessories,33.0,256.0,1.0,180.0,17.0,10.0,13.0
809b8a01c27dc36ebb039c6550c300ce,auto,51.0,1236.0,1.0,250.0,20.0,6.0,17.0
0aabfb375647d9738ad0f7b4ea3653b1,consoles_games,49.0,100.0,4.0,150.0,16.0,12.0,12.0
f74fab8ad32a03b930bf63097821b9c7,furniture_decor,44.0,83.0,1.0,350.0,20.0,16.0,20.0
0ec5f6f08cf32bc916d0ae089696a44a,sports_leisure,41.0,435.0,1.0,2600.0,16.0,16.0,16.0
e61c78a7343d82c0539d27df0f7dfc31,bed_bath_table,60.0,268.0,1.0,2700.0,41.0,8.0,36.0
1ca737c9f8f06b3672be9f9f3f603d36,computers_accessories,59.0,1095.0,1.0,350.0,19.0,19.0,13.0
45e9db074ca64dc81ee6f06185544d6e,health_beauty,58.0,3207.0,1.0,975.0,26.0,12.0,16.0
82a7d2cffec89b8b5d9b11763055b2b7,computers_accessories,60.0,640.0,1.0,1080.0,16.0,20.0,36.0
0751d46ff778c72973f67da627093303,watches_gifts,57.0,623.0,2.0,317.0,18.0,13.0,14.0
e2883845d83ecea7f341705fafdfd19c,computers_accessories,47.0,2356.0,1.0,100.0,39.0,9.0,11.0
b80921007ed3f68cf6e536e6daf08610,telephony,58.0,751.0,4.0,300.0,17.0,4.0,12.0
56190ea1f5b28f23ba0065cfa36b7de6,sports_leisure,42.0,1322.0,2.0,400.0,26.0,16.0,21.0
82dbd25ac3df812e3a143613760229b9,construction_tools_construction,51.0,147.0,6.0,13300.0,48.0,23.0,48.0
73d29abf6531702e5f31c2f7754e8b17,health_beauty,46.0,409.0,3.0,250.0,16.0,2.0,11.0
9592cd0b739cc57871c3aecffe15436a,cool_stuff,60.0,933.0,6.0,450.0,34.0,15.0,17.0
01f1608fbd6fc5b04308ff6157326e6d,telephony,57.0,422.0,2.0,150.0,19.0,4.0,11.0
7e8a5e8789ede63ab600b65235e35fa6,bed_bath_table,55.0,343.0,1.0,5100.0,45.0,45.0,15.0
5099f7000472b634fea8304448d20825,health_beauty,56.0,635.0,1.0,375.0,26.0,11.0,18.0
471a32499c740e72816ee0d71185dafc,bed_bath_table,42.0,533.0,1.0,975.0,13.0,20.0,28.0
7d773ad4450782f8ee7f88a7ff94f03d,health_beauty,58.0,809.0,2.0,350.0,22.0,12.0,17.0
c49c7c01a63850cb995c304b97c11bcd,bed_bath_table,50.0,463.0,1.0,14300.0,70.0,30.0,60.0
f9f899bf492ac59cf645a6c93eb91e05,furniture_decor,29.0,764.0,1.0,6267.0,36.0,40.0,36.0
ccac9976bafbf7e587bd2c29302e2314,perfumery,53.0,2235.0,3.0,1500.0,20.0,25.0,20.0
ab507d0f8d9ac91607f9cff20a8c5684,air_conditioning,55.0,855.0,1.0,4800.0,58.0,59.0,25.0
c5b6cb0ce3279d64025831b972bf5dee,stationery,59.0,354.0,3.0,6050.0,38.0,30.0,28.0
9b0ad21bbd4384f9ebc28a688e1e81cd,electronics,58.0,116.0,1.0,150.0,20.0,12.0,16.0
b623b7cb05ee3248fbe4a6ecbeed79a4,toys,41.0,673.0,1.0,3008.0,32.0,45.0,32.0
eac57d7040ec6879d14da7d9eb35e954,furniture_decor,53.0,245.0,1.0,255.0,24.0,23.0,14.0
a3ceb95649a48c0c54ae4bd1dd66d035,telephony,56.0,279.0,2.0,170.0,23.0,5.0,16.0
3cc4b421c1f28dd22e86fc4aaafb600e,bed_bath_table,57.0,188.0,1.0,1100.0,44.0,2.0,35.0
f0354861ab19941a53209c2acbb1b604,toys,22.0,546.0,1.0,1007.0,33.0,27.0,22.0
81fe540cb0119e1d4ef5f191701b3cb9,books_imported,51.0,93.0,1.0,700.0,29.0,2.0,22.0
38c56c5c5b16958d95bf8254498ad555,watches_gifts,58.0,786.0,2.0,500.0,16.0,11.0,11.0
78976d6eae26536628ef574944bc7b0f,housewares,39.0,228.0,1.0,24800.0,34.0,96.0,34.0
97b3b8e8ed22d0ceb3b3c520e806a334,electronics,40.0,395.0,1.0,200.0,22.0,14.0,17.0
413487e44799807551e6b3f305ec1593,health_beauty,56.0,863.0,3.0,1000.0,50.0,20.0,20.0
47e7d651866159ed3a5fe00d3dbe813d,toys,52.0,267.0,2.0,150.0,20.0,10.0,20.0
73326828aa5efe1ba096223de496f596,food,32.0,1392.0,1.0,330.0,20.0,15.0,16.0
1f9c7cb810e038f7414d60d43bc97d18,sports_leisure,31.0,211.0,1.0,850.0,51.0,16.0,20.0
c342f482010f1ec6d94f55102e4994b9,auto,56.0,461.0,5.0,400.0,30.0,11.0,15.0
ab674fcb1f06bd16dfbca8d91f016391,furniture_decor,42.0,1478.0,1.0,300.0,16.0,2.0,11.0
24c0de23191c9450049b2b3d8749ad35,bed_bath_table,39.0,375.0,1.0,300.0,38.0,14.0,38.0
26b2a480ced2900a62bb9431133e95aa,construction_tools_lights,41.0,971.0,1.0,1050.0,16.0,19.0,16.0
c938aead190afc62a55dc7bde80c5a24,furniture_decor,60.0,2010.0,2.0,1450.0,69.0,11.0,11.0
2fb02cd08d14624e7ed0d6c6e3c093c8,pet_shop,63.0,1451.0,3.0,900.0,35.0,20.0,45.0
2b5fddc2b543ee8d6699fb8687fac6bb,consoles_games,22.0,479.0,2.0,300.0,20.0,10.0,13.0
310794f4911fb5f5f2add5e9ad72b21f,furniture_decor,57.0,215.0,6.0,1200.0,25.0,17.0,25.0
c8f7df520102efbaf9927f5acf21b928,toys,54.0,452.0,6.0,450.0,21.0,9.0,16.0
060f0122cdc8f25db4a0d7359fdae7b0,watches_gifts,50.0,835.0,5.0,250.0,16.0,2.0,11.0
7514a3aab09ede7053ace487b3c89873,bed_bath_table,47.0,298.0,1.0,1000.0,37.0,23.0,35.0
50147c350ddbaff0646aeac455c7473e,bed_bath_table,58.0,2331.0,6.0,4200.0,56.0,37.0,49.0
4c8b28305f570899b6ded964ddd234a9,furniture_decor,51.0,767.0,4.0,550.0,34.0,6.0,23.0
588ea3decc0d8e1d19ce6160c5b0da1b,housewares,60.0,1632.0,10.0,1350.0,43.0,18.0,18.0
efafd20c0dfb7a4c591ec374a6befdcd,bed_bath_table,26.0,134.0,2.0,950.0,40.0,4.0,30.0
d48bacc1dcd9c86bf1ed4ed2a303336c,toys,52.0,752.0,3.0,1232.0,38.0,18.0,25.0
a4bc24bcb44abb54f2f6214991dcdab0,housewares,59.0,1104.0,2.0,1450.0,37.0,11.0,32.0
970e1ebb22b5c4e942ef9f57bbc3e416,construction_tools_construction,53.0,1026.0,1.0,725.0,18.0,35.0,16.0
332842d24e84234cd91299a225de76ab,watches_gifts,58.0,1209.0,1.0,1750.0,50.0,6.0,19.0
4b2772e2e34787603725226af352e466,health_beauty,30.0,150.0,1.0,200.0,16.0,9.0,14.0
95c40b993a22463c83beb5c51a03d46c,computers_accessories,33.0,1084.0,2.0,200.0,41.0,2.0,29.0
0c5193db708519e6b812ac8474898ffa,health_beauty,60.0,621.0,2.0,363.0,16.0,4.0,11.0
f819f0c84a64f02d3a5606ca95edd272,watches_gifts,59.0,452.0,1.0,710.0,19.0,13.0,14.0
7814c273ab16783d73a9863ebfa8b141,furniture_decor,51.0,756.0,1.0,12250.0,45.0,35.0,45.0
ae81ec7bba7a30b0b609ecc9513699d4,furniture_decor,33.0,510.0,4.0,700.0,22.0,12.0,15.0
06f0e85c7892d5df893f332706340af1,stationery,57.0,301.0,3.0,9850.0,30.0,19.0,60.0
692cc2aae6f031ed4cf0ef6a9f92abcf,furniture_decor,49.0,1799.0,5.0,650.0,68.0,8.0,13.0
0736b2e56f06e14d3aa1bef54de26052,telephony,33.0,367.0,3.0,75.0,19.0,3.0,11.0
75b4372e69a42f8ae1d908c076f547b2,health_beauty,22.0,1313.0,1.0,938.0,29.0,22.0,23.0
8d5ab785e6761f35bf54eca83846dd2e,furniture_decor,57.0,401.0,1.0,350.0,32.0,2.0,22.0
33c4b54c2a3e60ac5beb217d833d9f52,garden_tools,59.0,986.0,5.0,1650.0,30.0,23.0,20.0
56d7faef0f7d847eea91b3302698bcc4,bed_bath_table,60.0,233.0,1.0,2600.0,46.0,8.0,38.0
926a505f318353d8634f3c5102756352,bed_bath_table,55.0,284.0,1.0,850.0,35.0,10.0,20.0
05c8eb0ae68c09cae5b68d673652e7f8,electronics,50.0,315.0,1.0,200.0,21.0,7.0,14.0
11dcc970f7a5581e1bf777b6da3f7096,housewares,42.0,659.0,2.0,1038.0,41.0,22.0,28.0
363218ba55c610b750224f90bdd34be1,bed_bath_table,46.0,279.0,1.0,1813.0,67.0,12.0,47.0
156fef830e2c8871e3f1bf4dadf8e312,sports_leisure,54.0,436.0,1.0,1000.0,40.0,20.0,20.0
c450c2e066134b9a836264ba72586ff6,electronics,56.0,308.0,1.0,150.0,22.0,11.0,16.0
3a05a947f28cf46d789adedc107d7595,sports_leisure,57.0,652.0,1.0,3450.0,16.0,15.0,20.0
0ad10ec3dc489499e5d7cd19b5181ffe,sports_leisure,53.0,1048.0,1.0,21300.0,19.0,40.0,19.0
e9b03e53bc8b774eeaebb8ffe5990483,housewares,48.0,469.0,1.0,8050.0,22.0,52.0,42.0
ea588d45372c3d1b99f7761e35c2952f,health_beauty,26.0,864.0,1.0,2550.0,31.0,16.0,21.0
41cd333a4af5e36df81fc0b83ccf8e2d,baby,59.0,867.0,3.0,10750.0,38.0,47.0,44.0
283f243bb09e48e8f324d175182d5cfa,telephony,60.0,1440.0,4.0,225.0,18.0,5.0,16.0
130482add9fd75ccb6c57ba007694a2d,computers_accessories,55.0,60.0,1.0,2800.0,40.0,15.0,40.0
